Layer,Code,Parent Account,Name,Type,,active,pending,state
Layer 5,42317003,42317,Branch Opening Expenses,Expenditure Accounts,Business Development Expenses,True,False,approve
Layer 5,42336001,42336,Agency Commission on Student File,Expenditure Accounts,Agency Commission,True,False,approve
Layer 5,42318001,42318,Contribution to MTB Foundation (Expenditure),Expenditure Accounts,Contribution to MTB Foundation,True,False,approve
Layer 5,42319001,42319,Employees Medical Assistance Fund (Expenditure),Expenditure Accounts,Employees Medical Assistance Fund,True,False,approve
Layer 5,42320001,42320,Honorarium,Expenditure Accounts,Honorarium,True,False,approve
Layer 5,42321011,42321,Cash Carrying / Loading Expenses,Expenditure Accounts,Cash Carrying/loading expenses,True,False,approve
Layer 5,42322001,42322,CPV Charge- Payment to Vendor (Retail),Expenditure Accounts,Contact Point Verification Charge,True,False,approve
Layer 5,42322002,42322,CPV Charge - Deposit KYC (Retail),Expenditure Accounts,Contact Point Verification Charge,True,False,approve
Layer 5,42323001,42323,Site Maintenance & Support Service,Expenditure Accounts,Site Maintenance & Support Service,True,False,approve
Layer 5,42324001,42324,Connectivity Charge,Expenditure Accounts,On-line & Connectivity charges,True,False,approve
Layer 5,42325011,42325,NID Verification Charge,Expenditure Accounts,NID Verification Charge,True,False,approve
Layer 5,42326001,42326,Loss on sale of Fixed Assets,Expenditure Accounts,Loss on sale of Fixed Assets,True,False,approve
Layer 5,42327001,42327,Misc Expenses not classified elsewhere,Expenditure Accounts,Misc Expenses <not classified elsewhere>,True,False,approve
Layer 5,42327002,42327,POS Intercharge Reimbursement Fee Paid for,Expenditure Accounts,Misc Expenses <not classified elsewhere>,True,False,approve
Layer 5,42335001,42335,Auditor's Fees,Expenditure Accounts,Auditor's Fees,True,False,approve
Layer 5,42327004,42327,bKash Commission,Expenditure Accounts,Misc Expenses <not classified elsewhere>,True,False,approve
Layer 5,42327005,42327,UPI Charges,Expenditure Accounts,Misc Expenses <not classified elsewhere>,True,False,approve
Layer 5,42328061,42328,Amortization Loss on HFT Securities T Bill,Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328062,42328,Revaluation Loss on HFT Securities Treasury Bill,Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328063,42328,Revaluation Loss on HFT Securities Treasury Bond,Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328064,42328,Amortization Loss on HTM Securities Treasury Bond,Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328065,42328,Loss on Sale of Treasury Bond,Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328066,42328,Loss from Repo (Treasury Bond),Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328067,42328,Loss on Sale of Treasury Bill,Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328068,42328,Loss from Repo (Treasury Bill),Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42328161,42328,Loss for Exchange,Tresury Expenditure,Investment Expenses,True,False,approve
Layer 5,42337001,42337,Other Fees & Commission USD <OBU>,Expenditure Accounts,Charges other than Bank in FC,True,False,approve
Layer 5,42329051,42329,Card Transaction Charges,Expenditure Accounts,Card Charges,True,False,approve
Layer 5,42329055,42329,Operational Loss - Cards,Expenditure Accounts,Card Charges,True,False,approve
Layer 5,42330001,42330,Operational Loss,Expenditure Accounts,Operational Loss,True,False,approve
Layer 5,42331001,42331,Penalty of CRR/SLR,Tresury Expenditure,Penalty of CRR/SLR,True,False,approve
Layer 5,42332021,42332,ATM Intercharge Reimbursement Fee Paid for,Expenditure Accounts,ATM Intercharge Reimbursement Fee Paid for,True,False,approve
Layer 5,42333071,42333,Agent Banking Float Sharing Commission,Expenditure Accounts,Agent Banking Float Sharing Commission,True,False,approve
Layer 5,42334001,42334,CRR Cost <for PB>,Expenditure Accounts,CRR Cost,True,False,approve
Layer 5,42401001,42401,Depreciation on Building,Expenditure Accounts,Depreciation on Immovable Property,True,False,approve
Layer 5,42402001,42402,Depreciation on Fixture,Expenditure Accounts,Depreciation on Furniture & Fixture,True,False,approve
Layer 5,42402002,42402,Depreciation on Furniture,Expenditure Accounts,Depreciation on Furniture & Fixture,True,False,approve
Layer 5,42403001,42403,Depreciation on Electrical Equipments,Expenditure Accounts,Depreciation on Office Equipments,True,False,approve
Layer 5,42403002,42403,Depreciation on Other Office Equipments,Expenditure Accounts,Depreciation on Office Equipments,True,False,approve
Layer 5,42404001,42404,Depreciation on Computers & Peripherals,Expenditure Accounts,Depreciation on Computers,True,False,approve
Layer 5,42405001,42405,Depreciation on Motor Cars,Expenditure Accounts,Depreciation on Motor Vehicles,True,False,approve
Layer 5,42405002,42405,Depreciation on Motor Cycles,Expenditure Accounts,Depreciation on Motor Vehicles,True,False,approve
Layer 5,42406001,42406,Depreciation on Intangible Assets,Expenditure Accounts,Depreciation on Intangible Assets,True,False,approve
Layer 5,42409001,42409,Repairs & Maintenance on Building,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409101,42409,Repairs & Maintenance on Fixture,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409102,42409,Repairs & Maintenance on Furniture,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409301,42409,Repairs & Maintenance on Electrical Equipments,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409302,42409,Repairs & Maintenance on Other Office Equipments,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409401,42409,Repairs & Maintenance on Computers & Peripherals,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409501,42409,Repairs & Maintenance on Motor Cars,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409502,42409,Repairs & Maintenance on Motor Cycles,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42409601,42409,Software Maintenance,Expenditure Accounts,Repair and Maintenance,True,False,approve
Layer 5,42501001,42501,Postage,Expenditure Accounts,Postage Expenses,True,False,approve
Layer 5,42501002,42501,Postage/Courier Service Charges,Expenditure Accounts,Postage Expenses,True,False,approve
Layer 5,42502001,42502,Telephone Expenses,Expenditure Accounts,Telecommunication expenses,True,False,approve
Layer 5,42502002,42502,Fax/E-Mail,Expenditure Accounts,Telecommunication expenses,True,False,approve
Layer 5,42502003,42502,Telex/Telegraph,Expenditure Accounts,Telecommunication expenses,True,False,approve
Layer 5,42502004,42502,Mobile Bill Expenses,Expenditure Accounts,Telecommunication expenses,True,False,approve
Layer 5,42502005,42502,SWIFT Charges (Expenses),Expenditure Accounts,Telecommunication expenses,True,False,approve
Layer 5,42503001,42503,Stamp Expenses,Expenditure Accounts,Stamp Expenses,True,False,approve
Layer 5,42601001,42601,Lawyer's Charges,Expenditure Accounts,Legal Expenses,True,False,approve
Layer 5,42601002,42601,Legal Charges,Expenditure Accounts,Legal Expenses,True,False,approve
Layer 5,42601003,42601,Legal Stamps Charges,Expenditure Accounts,Legal Expenses,True,False,approve
Layer 5,42601004,42601,Court Fees & Charges,Expenditure Accounts,Legal Expenses,True,False,approve
Layer 5,42701001,42701,Security Stationery,Expenditure Accounts,Stationery Expenses,True,False,approve
Layer 5,42701002,42701,Computer Stationery,Expenditure Accounts,Stationery Expenses,True,False,approve
Layer 5,42701003,42701,Paper & Table Stationary,Expenditure Accounts,Stationery Expenses,True,False,approve
Layer 5,42701005,42701,Printed Stationery,Expenditure Accounts,Stationery Expenses,True,False,approve
Layer 5,42702001,42702,Printing Expenses,Expenditure Accounts,Printing Expenses,True,False,approve
Layer 5,42703001,42703,Advertisement & Publicity,Expenditure Accounts,Advertisements Expenses,True,False,approve
Layer 5,42703002,42703,News Paper Advertisements,Expenditure Accounts,Advertisements Expenses,True,False,approve
Layer 5,42703003,42703,Broad Casting Advertisements,Expenditure Accounts,Advertisements Expenses,True,False,approve
Layer 5,42703004,42703,Hoarding/ Neon Signs,Expenditure Accounts,Advertisements Expenses,True,False,approve
Layer 5,42703005,42703,Souvenir/Magazine,Expenditure Accounts,Advertisements Expenses,True,False,approve
Layer 5,42703006,42703,Cut Out Dangler Flex Backdrop etc branding expenses,Expenditure Accounts,Advertisements Expenses,True,False,approve
Layer 5,42801001,42801,Director's Fees,Expenditure Accounts,Director's Expenses,True,False,approve
Layer 5,42801002,42801,Parties & Dinner,Expenditure Accounts,Director's Expenses,True,False,approve
Layer 5,42801003,42801,Director's Traveling Expenses,Expenditure Accounts,Director's Expenses,True,False,approve
Layer 5,42901001,42901,MD Basic,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901002,42901,MD House Rent,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901003,42901,MD House Maintenance,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901004,42901,MD Entertainment,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901005,42901,MD Festival Bonus,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901006,42901,MD Incentive Bonus,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901007,42901,MD Leave Fare Assistance,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901008,42901,MD Security & Personal Wages,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,42901009,42901,MD Provident Fund,Expenditure Accounts,Managing Director's Remuneration,True,False,approve
Layer 5,43101001,43101,Provision for Unclassified Loan and Advance,Expenditure Accounts,Provision for Loans,True,False,approve
Layer 5,43101002,43101,Provision for Classified Loan and Advance,Expenditure Accounts,Provision for Loans,True,False,approve
Layer 5,43101003,43101,Provision for Off-Balance Sheet items (Expenses),Expenditure Accounts,Provision for Loans,True,False,approve
Layer 5,43201001,43201,Provision for Investment in Share of Quoted Co.,Expenditure Accounts,Provision for diminution in value of Invsetments,True,False,approve
Layer 5,43301001,43301,Provision for Other Assets,Expenditure Accounts,Other Provisions,True,False,approve
Layer 5,51101001,51101,Foreign Bills sent for collection,Contra Accounts,Foreign Bills sent for collection,True,False,approve
Layer 5,51101002,51101,Foreign Cheques sent for collection,Contra Accounts,Foreign Bills sent for collection,True,False,approve
Layer 5,51102001,51102,Inland Bills sent for collection,Contra Accounts,Inland Bills sent for collection,True,False,approve
Layer 5,51102002,51102,Inland Cheques sent for collection,Contra Accounts,Inland Bills sent for collection,True,False,approve
Layer 5,51201001,51201,Foreign Bills recvd. for collection,Contra Accounts,Foreign Bills received for collection,True,False,approve
Layer 5,51201002,51201,Foreign Cheques recvd. for collection,Contra Accounts,Foreign Bills received for collection,True,False,approve
Layer 5,51202002,51202,Inland Cheques received for collection,Contra Accounts,Inland Bills received for collection,True,False,approve
Layer 5,51202001,51202,Inland Bills received for collection,Contra Accounts,Inland Bills received for collection,True,False,approve
Layer 5,51301001,51301,Forward Contract Cus. USD Purchase,Contra Accounts,Forward Contract Cust,True,False,approve
Layer 5,51302001,51302,Forward Contract Cus. USD Sale,Contra Accounts,Forward Contract Cust,True,False,approve
Layer 5,52101001,52101,Bankers Liability on BG Outward Performance (Inland),Contingent Accounts,Bankers Liability on BG (Inland),True,False,approve
Layer 5,52101003,52101,Bankers Liability on BG Outward DPG (Inland),Contingent Accounts,Bankers Liability on BG (Inland),True,False,approve
Layer 5,52101002,52101,Bankers Liability on BG Outward Financial (Inland),Contingent Accounts,Bankers Liability on BG (Inland),True,False,approve
Layer 5,52102001,52102,Bankers Liability on BG Outward Performance (Foreign),Contingent Accounts,Bankers Liability on BG (Foreign),True,False,approve
Layer 5,52102003,52102,Bankers Liability on BG Outward DPG (Foreign),Contingent Accounts,Bankers Liability on BG (Foreign),True,False,approve
Layer 5,52102002,52102,Bankers Liability on BG Outward Financial (Foreign),Contingent Accounts,Bankers Liability on BG (Foreign),True,False,approve
Layer 5,52103001,52103,Bankers Liability on BG Outward Performance (Foreign) <OBU>,Contingent Accounts,Bankers Liability on BG (Foreign) <OBU>,True,False,approve
Layer 5,52103002,52103,Bankers Liability on BG Outward Financial (Foreign) <OBU>,Contingent Accounts,Bankers Liability on BG (Foreign) <OBU>,True,False,approve
Layer 5,52103003,52103,Bankers Liability on BG Outward DPG (Foreign) <OBU>,Contingent Accounts,Bankers Liability on BG (Foreign) <OBU>,True,False,approve
Layer 5,52201001,52201,Banker's Liability on ILC Sight,Contingent Accounts,Bankers Liability on LC (Inland),True,False,approve
Layer 5,52201002,52201,Banker's Liability on ILC Usance,Contingent Accounts,Bankers Liability on LC (Inland),True,False,approve
Layer 5,52202001,52202,Banker's Liability on FLC Sight,Contingent Accounts,Bankers Liability on LC (Foreign),True,False,approve
Layer 5,52202002,52202,Banker's Liability on FLC Usance,Contingent Accounts,Bankers Liability on LC (Foreign),True,False,approve
Layer 5,52301001,52301,Bankers Liability for Accepted Bills <Inland>,Contingent Accounts,Bankers Liability for Accepted Bills <Inland>,True,False,approve
Layer 5,52302002,52302,Bankers Liability for Accepted Bills other Banks <Foreign>,Contingent Accounts,Bankers Liability for Accepted Bills <Foreign>,True,False,approve
Layer 5,61101001,61101,Foreign Bills sent for collection,Contra Accounts,Foreign Bills sent for collection,True,False,approve
Layer 5,61101002,61101,Foreign Cheques sent for collection,Contra Accounts,Foreign Bills sent for collection,True,False,approve
Layer 5,61102001,61102,Inland Bills sent for collection,Contra Accounts,Inland Bills sent for collection,True,False,approve
Layer 5,61102002,61102,Inland Cheques sent for collection,Contra Accounts,Inland Bills sent for collection,True,False,approve
Layer 5,61201001,61201,Foreign Bills recvd. for collection,Contra Accounts,Foreign Bills received for collection,True,False,approve
Layer 5,61201002,61201,Foreign Cheques recvd. for collection,Contra Accounts,Foreign Bills received for collection,True,False,approve
Layer 5,61301001,61301,Forward Contract Cus. USD Purchase,Contra Accounts,Forward Contract Cust,True,False,approve
Layer 5,61302001,61302,Forward Contract Cus. USD Sale,Contra Accounts,Forward Contract Cust,True,False,approve
