Layer,Code,Name,Type,Parent Account,active,pending,state
Layer 5,24501901,Interest Receivable on MTB Personal Loan <DST>,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501902,Interest Receivable on MTB Home Loan <DST>,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501903,Interest Receivable on MTB Home Equity Loan <DST>,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501904,Interest Receivable on Home Loan refinance,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24502001,Interest Receivable on Car Loan (Employee),Interest Receivable Accounts,Interest Receivable on Staff Loans,True,False,approve
Layer 5,24502002,Interest Receivable on Employees House Building Loan,Interest Receivable Accounts,Interest Receivable on Staff Loans,True,False,approve
Layer 5,24502003,Interest Receivable on Staff Loan Aganist Prov. Fund,Interest Receivable Accounts,Interest Receivable on Staff Loans,True,False,approve
Layer 5,24502004,Interest Receivable on Staff Loan Personal Loan,Interest Receivable Accounts,Interest Receivable on Staff Loans,True,False,approve
Layer 5,24503001,Interest Receivable on House Building Loan <Developer>,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503002,Lease Finance (Monthly) Rental receivables,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503003,Lease Finance (Quarterly) Rental receivables,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503004,Interest Receivable on House Building Loan <Commercial>,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503005,Interest Receivable on Term Loan Non-Industrial,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503006,Interest Receivable on Term Loan Industrial,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503007,Interest Receivable on House Building Loan-Residential [C&S],Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503008,Interest Receivable on Term Loan-IPFF Fund,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503009,Interest Receivable on Term Loan-LTFF,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24503010,Interest Receivable on Term Loan-by OBU USD,Interest Receivable Accounts,Interest Reeceivable on Corporate Term Loan,True,False,approve
Layer 5,24504001,Interest Receivable on MTB Digoon,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504002,Interest Receivable on Small Business Loan Scheme,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504004,Interest Receivable on  MTB Krishi,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504005,Interest Receivable on MTB Inclusive Finance,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504006,Interest Receivable on MTB Bhagyaboti <Re-finance>,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504007,Interest Receivable on MTB Gunaboti <Pre-finance>,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504008,Interest Receivable on MTB Green Energy,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504009,Interest Receivable on MTB IT Geniuos,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504010,Interest Receivable on MTB Krishijat,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504011,Interest Receivable on MTB Light Engineering,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24504013,Interest Receivable on MTB Youth Line,Interest Receivable Accounts,Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24505001,Interest Receivable on Microfinance <Agri&Micro-TL>,Interest Receivable Accounts,Interest Receivable on SME Term Loan <Agri Fin.>,True,False,approve
Layer 5,24505002,Interest Receivable on Microfinance (Enterprise-TL),Interest Receivable Accounts,Interest Receivable on SME Term Loan <Agri Fin.>,True,False,approve
Layer 5,24506001,Interest Receivable on Demand Loan General,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506002,Interest Receivable on Demand Loan Forced,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506003,Interest Receivable on Demand Loan Short Term,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506004,Interest Receivable on Demand Loan Time,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506005,Interest Receivable on Payment Aganist Document,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506006,Interest Receivable on Payment Against Document (B-to-B),Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506007,Interest Receivable on Inland Doc. Bill Purchased <Sight>,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506008,Interest Receivable on Inland Doc. Bill Discounted <Usance>,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506010,Interest Receivable on Foreign D.B Purchased <Sight>,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506011,Interest Receivable on Foreign D.B Discounted <Usance>,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506013,Interest Receivable on Loan Against Trust Receipt,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506014,Interest Receivable on Cash Aganist Document DL,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506015,Interest Receivable on Demand Loan Garments,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506016,Interest Receivable on Packing Credit,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506017,Interest Receivable on Advance Against Cash Incentive,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24506018,Interest Receivable Secured Overdraft Genl Business DL,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24507001,Interest Receivable on EDF Loan <USD>,Interest Receivable Accounts,Interest Receivable on Corporate & SME Demand Loan FC,True,False,approve
Layer 5,24508001,Interest Receivable on Demand Loans against Rural Credit,Interest Receivable Accounts,Interest Receivable on SME Demand Loan,True,False,approve
Layer 5,24508002,Interest Receivable on MTB Supply Chain Finance <SME> DL,Interest Receivable Accounts,Interest Receivable on SME Demand Loan,True,False,approve
Layer 5,24508003,Interest Receivable on  MTB Mousumi,Interest Receivable Accounts,Interest Receivable on SME Demand Loan,True,False,approve
Layer 5,24509001,Interest Receivable on Secured Overdraft against Bank's own TD,Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24509002,Interest Receivable on Secured Overdraft against other Bank's TD,Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24509003,Interest Receivable on Secured Overdraft against Shares etc.,Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24509004,Interest Receivable on MTB EDU Finance - Over Draft (Revolving),Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24509005,Interest Receivable on MTB Cash Line <ROD>,Interest Receivable Accounts,Interest Receivable on Retail Continuous Loans,True,False,approve
Layer 5,24510001,Interest Receivable on Corp Cash Credit Hypo,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510002,Interest Receivable on SOD (Shares & Debentures) C&S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510003,Interest Receivable on SOD (FO) WBD C&S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510004,Interest Receivable on Secured Overdraft Work/ Supply Order C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510005,Interest Receivable on Secured Overdraft Pay Order C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510006,Interest Receivable on Secured Overdraft Real Estate C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510007,Interest Receivable on Secured Overdraft Business C & S,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510008,Interest Receivable on Advance against Export Bill,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510009,Interest Receivable on Advance against Import Bill,Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510010,Interest Receivable on Secured Overdraft (Others)-Business  [C&S],Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24510011,Interest Receivable on Secured Overdraft (lP)-Business  [C&S],Interest Receivable Accounts,Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24511001,Interest Receivable on MTB SME Cash Credit Hypo,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511002,Interest Receivable on MTB Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511003,Interest Receivable on MTB Microfinance Agri Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511004,Interest Receivable on MTB Microfinance enterprise Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511005,Interest Receivable on MTB Light Engineering Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511006,Interest Receivable on MTB IT Genious Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24511007,Interest Receivable on MTB Krishijat Revolving Loan,Interest Receivable Accounts,Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24512001,Interest Receivable on Debit Balance in Liability Accounts,Interest Receivable Accounts,Interest Receivable on Other Loans & Assets,True,False,approve
Layer 5,24513001,Interest Receivable on Foreign Cheque Purchased,Interest Receivable Accounts,Interest Receivable on Misc Demand Loans <C/S/R>,True,False,approve
Layer 5,24513002,Interest Receivable on Inland Cheque Purchased,Interest Receivable Accounts,Interest Receivable on Misc Demand Loans <C/S/R>,True,False,approve
Layer 5,24514001,Interest Receivable on PAD EDF Loan,Interest Receivable Accounts,Interest Receivable on C&S Continuous Loan (FC),True,False,approve
Layer 5,24515001,Interest Receivable on Bill Discounting USD (OBU) Foreign,Interest Receivable Accounts,Interest Receivable on Bill Discounting,True,False,approve
Layer 5,24515003,Interest Receivable on Bill Discounting USD (OBU) Inland,Interest Receivable Accounts,Interest Receivable on Bill Discounting,True,False,approve
Layer 5,24516001,Interest Receivable <Miscellaneous-Legacy>,Interest Receivable Accounts,Interest Receivable <Miscellaneous>,True,False,approve
Layer 5,24601001,Penal Interest Receivable on MTB Auto Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601002,Penal Interest Receivable on MTB Home Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601003,Penal Interest Receivable on MTB Home Equity Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601004,Penal Interest Receivable on MTB NRB Home Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601005,Penal Interest Receivable on MTB Neer,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601006,Penal Interest Receivable on MTB Personal Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601007,Penal Interest Receivable on MTB Professional Loan,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601008,Penal Interest Receivable on Consumer Financing,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601009,Penal Interest Receivable on MTB EDU Finance (TL),Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601011,Penal Interest Receivable on  MTB Life Line,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601012,Penal Interest Receivable on MTB Cash Line <RTL>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601901,Penal Interest Receivable on MTB Personal Loan <DST>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601902,Penal Interest Receivable on MTB Home Loan <DST>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601903,Penal Interest Receivable on MTB Home Equity Loan <DST>,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24601904,Penal Interest Receivable on Home Loan refinance,Interest Receivable Accounts,Penal Interest Receivable on RTL,True,False,approve
Layer 5,24602001,Penal Interest Receivable on Car Loan (Employee),Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24602002,Penal Interest Receivable on Employees House Building Loan,Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24602003,Penal Interest Receivable on Staff Loan Aganist Prov. Fund,Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24602004,Penal Interest Receivable on Staff Personal Loan,Interest Receivable Accounts,Penal Interest Receivable on Staff Loans,True,False,approve
Layer 5,24603001,Lease Finance (Monthly) Rental receivables Penal,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603002,Lease Finance (Quarterly) Rental receivables Penal,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603003,Penal Interest Receivable on House Building Loan <Developer>,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603004,Penal Interest Receivable on House Building Loan <Commercial>,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603005,Penal Interest Receivable on Term Loan Non-Industrial,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603006,Penal Interest Receivable on Term Loan Industrial,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603007,Penal Interest Receivable on House Building Loan-Residential [C&S],Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603008,Penal Interest Receivable on Term Loan-IPFF Fund,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603009,Penal Interest Receivable on Term Loan-LTFF,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24603010,Penal Interest Receivable on Term Loan-by OBU USD,Interest Receivable Accounts,Penal Interest Receivable on Corporate Term Loan,True,False,approve
Layer 5,24604001,Penal Interest Receivable on MTB Digoon,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604002,Penal Interest Receivable on Small Business Loan Scheme,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604004,Penal Interest Receivable on  MTB Krishi,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604005,Penal Interest Receivable on MTB Inclusive Finance,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604006,Penal Interest Receivable on MTB Bhagyaboti <Re-finance>,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604007,Penal Interest Receivable on MTB Gunaboti <Pre-finance>,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604008,Penal Interest Receivable on MTB Green Energy,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604009,Penal Interest Receivable on MTB IT Geniuos,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604010,Penal Interest Receivable on MTB Krishijat,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604011,Penal Interest Receivable on MTB Light Engineering,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24604013,Penal Interest Receivable on MTB Youth Line,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,24605001,Penal Interest Receivable on Microfinance <Agri&Micro-TL>,Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,24605002,Penal Interest Receivable on Microfinance (Enterprise-TL),Interest Receivable Accounts,Penal Interest Receivable on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,24606001,Penal Interest Receivable on Demand Loan General,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606002,Penal Interest Receivable on Demand Loan Forced,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606003,Penal Interest Receivable on Demand Loan Short Term,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606004,Penal Interest Receivable on Demand Loan Time,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606005,Penal Interest Receivable on Payment Aganist Document,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606006,Penal Interest Receivable on Payment Against Document (B-to-B),Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606007,Penal Interest Receivable on Inland Doc. Bill Purchased <Sight>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606008,Penal Interest Receivable on Inland Doc. Bill Discounted <Usance> C,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606010,Penal Interest Receivable on Foreign D.B Purchased <Sight>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606011,Penal Interest Receivable on Foreign D.B Discounted <Usance>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606013,Penal Interest Receivable on Loan Against Trust Receipt,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606014,Penal Interest Receivable on Cash Aganist Document DL,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606015,Penal Interest Receivable on Demand Loan Garments,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606016,Penal Interest Receivable on Packing Credit,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606017,Penal Interest Receivable on Advance Against Cash Incentive,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24606018,Penal Interest Receivable on Secured Overdraft Genl Business DL,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan,True,False,approve
Layer 5,24607001,Penal Interest Receivable on EDF Loan <USD>,Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Demand Loan FC,True,False,approve
Layer 5,24608001,Penal Interest Receivable on Demand Loans against Rural Credit,Interest Receivable Accounts,Penal Interest Receivable on SME Demand Loan,True,False,approve
Layer 5,24608002,Penal Interest Receivable on MTB Supply Chain Finance <SME> DL,Interest Receivable Accounts,Penal Interest Receivable on SME Demand Loan,True,False,approve
Layer 5,24608003,Penal Interest Receivable on  MTB Mousumi,Interest Receivable Accounts,Penal Interest Receivable on SME Demand Loan,True,False,approve
Layer 5,24609001,Penal Interest Receivable on Secured Overdraft against Bank's own TD,Interest Receivable Accounts,Penal Interest Receivable on Retail Continuous Loan,True,False,approve
Layer 5,24609002,Penal Interest Receivable on Secured Overdraft against other Bank's TD,Interest Receivable Accounts,Penal Interest Receivable on Retail Continuous Loan,True,False,approve
Layer 5,24609003,Penal Interest Receivable on Secured Overdraft against Shares etc.,Interest Receivable Accounts,Penal Interest Receivable on Retail Continuous Loan,True,False,approve
Layer 5,24609004,Penal Interest Receivable on MTB EDU Finance - Over Draft (Revolving),Interest Receivable Accounts,Penal Interest Receivable on Retail Continuous Loan,True,False,approve
Layer 5,24609005,Penal Interest Receivable on MTB Cash Line <ROD>,Interest Receivable Accounts,Penal Interest Receivable on Retail Continuous Loan,True,False,approve
Layer 5,24610001,Penal Interest Receivable on Corporate Cash Credit Hypo,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610002,Penal Interest Receivable on SOD (Shares & Debentures) C&S,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610003,Penal Interest Receivable on SOD (FO) WBD C&S,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610004,Penal Interest Receivable on Secured Overdraft Work/ Supply Order C & S,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610005,Penal Interest Receivable on Secured Overdraft Pay Order C & S,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610006,Penal Interest Receivable on Secured Overdraft Real Estate C & S,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610007,Penal Interest Receivable on Secured Overdraft Business C & S,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610008,Penal Interest Receivable on Advance against Export Bill,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610009,Penal Interest Receivable on Advance against Import Bill,Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24610011,Penal Interest Receivable on Secured Overdraft (lP)-Business  [C&S],Interest Receivable Accounts,Penal Interest Receivable on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,24611001,Penal Interest Receivable on MTB SME Cash Credit Hypo,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611002,Penal Interest Receivable on MTB Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611003,Penal Interest Receivable on MTB Microfinance Agri Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611004,Penal Interest Receivable on MTB Microfinance enterprise Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611005,Penal Interest Receivable on MTB Light Engineering Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611006,Penal Interest Receivable on MTB IT Genious Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611007,Penal Interest Receivable on MTB Krishijat Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24613001,Penal Interest Receivable <overdue> on Foreign Cheque Purchased,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24613002,Penal Interest Receivable <overdue> on Inland Cheque Purchased,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24614001,IR on PAD EDF Loan USD,Interest Receivable Accounts,Penal Interest Receivable on PAD EDF Loan FC,True,False,approve
Layer 5,24615001,Penal Interest Receivable on Bill Discounting USD (OBU Foreign,Interest Receivable Accounts,Penal Interest Receivable on Bill Discounting FC (OBU)Foreign,True,False,approve
Layer 5,24701001,Foreign Bill Discounting USD,Assets: Customer Accounts,OBU Bill discounting FC,True,False,approve
Layer 5,24701002,Inland Bill Discounting USD,Assets: Customer Accounts,OBU Bill discounting FC,True,False,approve
Layer 5,24702001,UPAS/ Buyer's Credit USD,Assets: Customer Accounts,OBU UPAS/ Buyer's Credit FC,True,False,approve
Layer 5,24801001,Debit Balance in Libility Accounts,No BGL only CGL,Other Loans & Assets,True,False,approve
Layer 5,25101001,Land,Assets: Office Accounts,Immovable Property,True,False,approve
Layer 5,25101002,Building,Assets: Office Accounts,Immovable Property,True,False,approve
Layer 5,25102001,Fixture,Assets: Office Accounts,Furniture & Fixture,True,False,approve
Layer 5,25102002,Furniture,Assets: Office Accounts,Furniture & Fixture,True,False,approve
Layer 5,25103001,Electrical Equipments,Assets: Office Accounts,Office Equipments,True,False,approve
Layer 5,25103002,Other Office Equipments,Assets: Office Accounts,Office Equipments,True,False,approve
Layer 5,25104001,Computers & Peripherals,Assets: Office Accounts,Computers,True,False,approve
Layer 5,25105001,Motor Cars,Assets: Office Accounts,Motor Vehicles,True,False,approve
Layer 5,25105002,Motor Cycles,Assets: Office Accounts,Motor Vehicles,True,False,approve
Layer 5,25201001,Software,Assets: Office Accounts,Intangible Assets,True,False,approve
Layer 5,26202001,Advance against Suppliers/ Parties <Vendors>,Assets: Office Accounts,Advance against Suppliers/ Parties,True,False,approve
Layer 5,26206001,Advance Rent <Advance Rent_less than 1 year>,Assets: Office Accounts,Advance Rent,True,False,approve
Layer 5,26206002,Advance Rent <Advance Rent_more than 1 year>,Assets: Office Accounts,Advance Rent,True,False,approve
Layer 5,26501002,Receivable from Subsidiaries Others,Assets: Office Accounts,Receivable from Subsidiaries,True,False,approve
Layer 5,26603001,Sanchay Patra (Encashed/Interest Paid),Assets: Office Accounts,Sanchay Patra,True,False,approve
Layer 5,26807001,Printed stationeries,Assets: Office Accounts,Stock of stationeries,True,False,approve
Layer 5,26807002,Security Stationeries,Assets: Office Accounts,Stock of stationeries,True,False,approve
Layer 5,26808001,Transit Account _Repo,Assets: Office Accounts,Transit Account,True,False,approve
Layer 5,26808002,Transit Account Bangladesh Bank,Assets: Office Accounts,Transit Account,True,False,approve
Layer 5,27101001,MTB General Account <inter Branch Suspense> A,No BGL only CGL,Branch Account,True,False,approve
Layer 5,31101001,Interest Earnedon MTB Auto Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101002,Interest Earnedon MTB Home Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101003,Interest Earnedon MTB Home Equity Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101004,Interest Earnedon MTB NRB Home Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101005,Interest Earnedon MTB Neer,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101006,Interest Earned on MTB Personal Loan,Income Accounts,Interest Earned on RTL,True,False,approve
