Layer,Code,Name,Type,Parent Account,active,pending,state
Layer 5,15201001,Clearing House Adjustment IW,Liabilities: Office Accounts,Clearing House Adjustment,True,False,approve
Layer 5,15203002,Adjusting A/c Credit USD OBU,Liabilities: Office Accounts,Adjusting A/c Credit,True,False,approve
Layer 5,15206001,Liabilities under Finance Leases,Liabilities: Office Accounts,Liabilities under Finance Lease,True,False,approve
Layer 5,15208001,Employees Welfare Funds,Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15208002,Employees Medical Assistance Fund (Liability),Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15208003,Employees Provident Fund,Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15208004,Employees' Death Benefit  Fund,Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15209001,Contribution to MTB Foundation (Liability),Liabilities: Office Accounts,Contribution to MTB Foundation,True,False,approve
Layer 5,15214001,Transit A/c- Reverase Repo,Liabilities: Office Accounts,Transit A/c- Reverse Repo,True,False,approve
Layer 5,15216001,VAT on Income,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15216002,VAT on Expenditure,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15216003,VAT on Other <Customer>,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15216004,VAT on Utility Bill,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15217001,Excise Duty,Liabilities: Office Accounts,Excise Duty payable,True,False,approve
Layer 5,15218001,Source Tax on Revenue Expenses,Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15218002,Source Tax on Interest on Deposits,Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15218003,"Source Tax on SWIFT, Reuters & VISA Bill <Outward remittance>",Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15218004,Source Tax on misc income of customers,Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15219001,Insurance Premium (BDT),Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219003,Dispute Account - ATM,Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219004,Dispute Account - POS,Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219005,Marchant Payable A/c,Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219006,Card Tran. Fees Receive (VISA),Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15220001,VISA Prepaid International (USD),Liabilities: Office Accounts,Card Settlement Account <FC>,True,False,approve
Layer 5,15221001,NPSB  OFF-US ATM,Liabilities: Office Accounts,NPSB Transaction Settlement,True,False,approve
Layer 5,15221002,Transaction Fee (NPSB) Debit Card,Liabilities: Office Accounts,NPSB Transaction Settlement,True,False,approve
Layer 5,15222001,Agent Banking Utility Bill Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222002,Agent Banking Utility Bill Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222003,Agent Banking Float Sharing Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222004,Agent Banking Loan Reletionship Fee Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222005,Agent Banking Cheque Book Fee Comm. Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222006,Agent Banking Transaction Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222007,Agent Banking Remittance Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222008,Agent Banking Debit Card Fee Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15301001,Provision for Unclassified Loans & Advance,Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15301002,Provision for Classified Loans & Advance,Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15301003,Provision for Off-balance sheet Items (Liability),Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15301004,General Provision,Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15302001,Provision agt. Investment in Securities,Liabilities: Office Accounts,Provision for Investments,True,False,approve
Layer 5,15303001,Provision for Other Asset,Liabilities: Office Accounts,Provision for others,True,False,approve
Layer 5,15402001,Accumulated Depreciation on Fixture,Liabilities: Office Accounts,Accumulated Depreciation on Furniture & Fixture,True,False,approve
Layer 5,15402002,Accumulated Depreciation on Furniture,Liabilities: Office Accounts,Accumulated Depreciation on Furniture & Fixture,True,False,approve
Layer 5,15403001,Accumulated Depreciation on Electrical Equipments,Liabilities: Office Accounts,Accumulated Depreciation on Office Equipments,True,False,approve
Layer 5,15403002,Accumulated Depreciation on other Office Equipments,Liabilities: Office Accounts,Accumulated Depreciation on Office Equipments,True,False,approve
Layer 5,15405001,Accumulated Depreciation on Motor Cars,Liabilities: Office Accounts,Accumulated Depreciation on Motor Vehicles,True,False,approve
Layer 5,15405002,Accumulated Depreciation on Motor Cycles,Liabilities: Office Accounts,Accumulated Depreciation on Motor Vehicles,True,False,approve
Layer 5,15406001,Accumulated Amortization of Software,Liabilities: Office Accounts,Accumulated Amortization of Intangible Assets,True,False,approve
Layer 5,16101001,MTB General Account <inter Branch Suspense> L,No BGL only CGL,Branch Accounts,True,False,approve
Layer 5,21101001,Cash with Vault (including Cash with Tellers),Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101002,Cash in Transit,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101003,Cash with ATM,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101004,Cash in Kiosk ATM,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101005,Cash with Service Provider,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21102001,Cash with Vault <USD>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102002,Cash with Vault <GBP>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102003,Cash with Vault <JPY>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102004,Cash with Vault <EUR>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102011,Cash in Transit <USD>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102012,Cash in Transit <GBP>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102013,Cash in Transit <JPY>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102014,Cash in Transit <EUR>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21201002,Bangladesh Bank- RTGS Settlement A/c,Assets: Office Accounts,Balance with BB <LCY>,True,False,approve
Layer 5,21202001,Bangladesh Bank FC Clearing A/c (EUR),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202002,Bangladesh Bank FC Clearing A/c (USD),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202003,Bangladesh Bank FC Clearing A/c CNY,Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202004,Bangladesh Bank FC Clearing A/c (GBP),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202005,Bangladesh Bank FC Clearing A/c (JPY),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202041,Bangladesh Bank RTGS Settlement A/c (USD),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202042,Bangladesh Bank RTGS Settlement A/c (GBP),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202043,Bangladesh Bank RTGS Settlement A/c (EUR),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202921,Bangladesh Bank FC Clearing A/c (DAD-USD),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202922,Bangladesh Bank FC Clearing A/c (DAD-EUR),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21202923,Bangladesh Bank FC Clearing A/c (DAD-GBP),Assets: Office Accounts,Balance with BB  <FCY>,True,False,approve
Layer 5,21301001,Balance with Sonali Bank,Assets: Office Accounts,Balance with Agent Bank <BDT>,True,False,approve
Layer 5,21401001,Balance with other Banks <Cont. Acctts.> BDT,Assets: Customer Accounts,Other Banks & FIs in Bangladesh,True,False,approve
Layer 5,21401002,Balance with other Banks <Deal Acctts.> BDT,Assets: Customer Accounts,Other Banks & FIs in Bangladesh,True,False,approve
Layer 5,21401003,Balance with Mobile Wallet,Assets: Office Accounts,Other Banks & FIs in Bangladesh,True,False,approve
Layer 5,21403001,Foreign Banks Nostro (USD),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403002,Foreign Banks Nostro (ACU),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403003,Foreign Banks Nostro (EUR),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403004,Foreign Banks Nostro (GBP),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403005,Foreign Banks Nostro (JPY),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403006,Foreign Banks Nostro (SGD),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403007,Foreign Banks Nostro (CHF),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403008,Foreign Banks Nostro(ACU-USD),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403009,Foreign Banks Nostro (ACU-EUR),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403010,Foreign Banks Nostro (AED),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403011,Foreign Banks Nostro (QAR),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403012,Foreign Banks Nostro (AUD),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21403013,Foreign Banks Nostro (SAR),Treasury Asset,Other Banks & FIs outside Bangladesh <FC>,True,False,approve
Layer 5,21404001,Local Bank Nostro <USD>,Assets: Office Accounts,Other Banks & FIs within Bangladesh <FC>,True,False,approve
Layer 5,21405001,Interest Receivable on Balance with other Bank <Cont. Acctts> (BDT),Assets: Office Accounts,Interest Receivable on Other Banks & FIs in Bangladesh,True,False,approve
Layer 5,21405002,Interest Receivable on Balance with other Bank <Deal Acctts> (BDT),Assets: Office Accounts,Interest Receivable on Other Banks & FIs in Bangladesh,True,False,approve
Layer 5,22101001,Call Money,Treasury Asset,Call Money <BDT>,True,False,approve
Layer 5,22102001,Call Money USD,Treasury Asset,Call Money <FC>,True,False,approve
Layer 5,22102002,Call Money GBP,Treasury Asset,Call Money <FC>,True,False,approve
Layer 5,22104001,Interest Receivable on Call Money <USD>,Treasury Asset,Interest Receivable on Call Money <FC>,True,False,approve
Layer 5,22104002,Interest Receivable on Call Money <GBP>,Treasury Asset,Interest Receivable on Call Money <FC>,True,False,approve
Layer 5,22105001,Term Placement,Treasury Asset,Term Placement BDT,True,False,approve
Layer 5,22106001,Term Placement USD,Treasury Asset,Term Placement FC,True,False,approve
Layer 5,22106002,Term Placement GBP,Treasury Asset,Term Placement FC,True,False,approve
Layer 5,22107001,Interest Receivable on Term Placement <BDT>,Treasury Asset,Intt receivable on Term Placement BDT,True,False,approve
Layer 5,22108001,Interest Receivable on Term Placement <USD>,Treasury Asset,Intt receivable on Term Placement FC,True,False,approve
Layer 5,22108002,Interest Receivable on Term Placement <GBP>,Treasury Asset,Intt receivable on Term Placement FC,True,False,approve
Layer 5,22109001,Short Term Placements,Treasury Asset,Short Term Placement,True,False,approve
Layer 5,22110001,Short Term Placements USD,Treasury Asset,Short Term Placement FC,True,False,approve
Layer 5,22110002,Short Term Placement GBP,Treasury Asset,Short Term Placement FC,True,False,approve
Layer 5,22111001,Interest Receivable on Short Term Placement <BDT>,Treasury Asset,Intt receivable on Short Term Placement BDT,True,False,approve
Layer 5,22112001,Interest Receivable on Short Term Placement <USD>,Treasury Asset,Intt receivable on Short Term Placement FC,True,False,approve
Layer 5,22112002,Interest Receivable on Short Term Placement <GBP>,Treasury Asset,Intt receivable on Short Term Placement FC,True,False,approve
Layer 5,23101001,Stock of Prize Bonds,Assets: Office Accounts,Securities other than Tbill Tbond,True,False,approve
Layer 5,23101002,Govt. Securities (Encumbered),Treasury Asset,Securities other than Tbill Tbond,True,False,approve
Layer 5,23101003,Bangladesh Bank Bill,Treasury Asset,Securities other than Tbill Tbond,True,False,approve
Layer 5,23101004,Repo Interest Adjustment,Treasury Asset,Securities other than Tbill Tbond,True,False,approve
Layer 5,23102001,Treasury Bills Held for Trading (HFT) Reverse Repo,Treasury Asset,Treasury Bills,True,False,approve
Layer 5,23102002,Treasury Bills Held for Trading (HFT),Treasury Asset,Treasury Bills,True,False,approve
Layer 5,23102003,Treasury Bills Held to Maturity (HTM) Reverse Repo,Treasury Asset,Treasury Bills,True,False,approve
Layer 5,23102004,Treasury Bills Held to Maturity (HTM),Treasury Asset,Treasury Bills,True,False,approve
Layer 5,23102005,Govt. Securities T Bill  (Encumbered),Treasury Asset,Treasury Bills,True,False,approve
Layer 5,23103001,Treasury Bond (HTM) Reverse Repo,Treasury Asset,Treasury Bonds,True,False,approve
Layer 5,23103002,Treasury Bond Held for Trading (HFT) Reverse Repo,Treasury Asset,Treasury Bonds,True,False,approve
Layer 5,23103003,Treasury Bond Held to Maturity (HTM),Treasury Asset,Treasury Bonds,True,False,approve
Layer 5,23103004,Remeasured HTM,Treasury Asset,Treasury Bonds,True,False,approve
Layer 5,23103005,Interest Receivables on Treasury Bond,Treasury Asset,Treasury Bonds,True,False,approve
Layer 5,23103006,Treasury Bond Held for Trading (HFT),Treasury Asset,Treasury Bonds,True,False,approve
Layer 5,23201001,<Private> Equity Investments,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201002,<Private> Investments in Debenture,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201003,<Private> Investments in Bonds <Corp>,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201004,<Private> Investments in Bonds <Sub-ordinated>,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201005,<Public> Proprietary Investment Portfolio,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201006,Investment under Managed Portfolio,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201007,Investment in Mutual Fund <pvt placement> Open ended,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201008,Investment in Mutual Fund <pvt placement> Closed ended,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201009,Investment in Preference Share,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201010,Investment in Zero Coupon Bond <Corporate>,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201011,Investment in Commercial Paper,Treasury Asset,Other Investments,True,False,approve
Layer 5,23201012,Interest Receivable on Investment  in Commercial Paper,Treasury Asset,Other Investments,True,False,approve
Layer 5,23201013,Interest Receivable in <Private> Investments in Debenture,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201014,Interest Receivable in <Private> Investments in Bonds <Corp>,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23201015,Interest Receivable in <Private> Investments in Bonds <Sub-ordinated>,Assets: Office Accounts,Other Investments,True,False,approve
Layer 5,23301001,Investment in Subsidiaries MTB Securities Limited,Assets: Office Accounts,Investment in Subsidiaries,True,False,approve
Layer 5,23301002,Investment in Subsidiaries MTB Capital Limited,Assets: Office Accounts,Investment in Subsidiaries,True,False,approve
Layer 5,23301003,Investment in Subsidiaries MTB Exchange (UK) Limited,Assets: Office Accounts,Investment in Subsidiaries,True,False,approve
Layer 5,24101001,MTB Auto Loan,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101002,MTB Home Loan,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101003,MTB Home Equity Loan,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101004,MTB NRB Home Loan,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101005,MTB Neer,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101006,MTB Personal Loan,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101007,MTB Professional Loan,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101008,MTB Consumer Loan,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101009,MTB EDU Finance (TL),Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101011,MTB Life Line <RTL>,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101012,MTB Cash Line <RTL>,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101901,MTB Personal Loan <DST>,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101902,MTB Home Loan <DST>,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101903,MTB Home Equity Loan <DST>,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24101904,Home Loan refinance,Assets: Customer Accounts,Retail Term Loans <excl. Staff Loans>,True,False,approve
Layer 5,24102001,Staff Auto Loan,Assets: Customer Accounts,Retail Term Loans <Staff>,True,False,approve
Layer 5,24102002,Staff Housing Loan,Assets: Customer Accounts,Retail Term Loans <Staff>,True,False,approve
Layer 5,24102003,Staff Loan Against Prov. Fund,Assets: Customer Accounts,Retail Term Loans <Staff>,True,False,approve
Layer 5,24102004,Staff Personal Loan,Assets: Customer Accounts,Retail Term Loans <Staff>,True,False,approve
Layer 5,24103001,House Building Loan <Developer>,Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103002,Lease Finance (Monthly) [C&S],Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103003,Lease Finance (Quarterly) [C&S],Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103004,House Building Loan <Commercial>,Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103005,Term Loan Non Industrial [C&S],Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103006,Term Loan Industrial [C&S],Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103007,House Building Loan-Residential [C&S],Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103008,Term Loan-IPFF Fund,Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103009,Term Loan-LTFF,Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24103010,Term Loan-by OBU USD,Assets: Customer Accounts,Corporate & SME Term Loan,True,False,approve
Layer 5,24104001,MTB Digoon,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104002,MTB Small Business Loan Scheme,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104003,MTB Youth Line,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104004,MTB Krishi,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104005,Microfinance Scheme (Ent.  -TL) <SME>,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104006,MTB Bhagyabati <Refinance>,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104007,MTB Gunabati <pre-finance>,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104008,MTB Green Energy,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104009,MTB IT Genius (TL),Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104010,MTB Krishijat (TL),Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104011,MTB Light Engineering (TL),Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24104013,MTB Shachal,Assets: Customer Accounts,SME Term Loan excl Agri & Micro Fin.,True,False,approve
Layer 5,24105001,Microfinance <Agri-TL>,Assets: Customer Accounts,SME Term Loan <Agri Fin.>,True,False,approve
Layer 5,24201001,Demand Loan General,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201002,Demand Loan <Forced>,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201003,Demand Loan Short Term,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201004,Demand Loan Time,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201005,Payment Aganist Document <PAD>,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201006,Payment Against Document (Back to Back),Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201007,Inland Doc. Bill Purchased <Sight>,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201008,Inland Doc. Bill Discounted <Usance>,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201010,Foreign Demand Bill Purchased <Sight>,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201011,Foreign Demand Bill Discounted <Usance>,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201013,Loan against Trust Receipt,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201014,Advance against Cash Incentive,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201015,Cash Aganist Document DL,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201016,Secured Overdraft Garments <DL>,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201017,Packing Credit Loan DL,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24201018,Secured Overdraft Genl Business DL,Assets: Customer Accounts,Corporate & SME Demand Loan,True,False,approve
Layer 5,24202001,Loan under EDF DL FC,Assets: Customer Accounts,Corporate & SME Demand Loan <FC>,True,False,approve
Layer 5,24203001,Loans against Rural Credit <SME> DL,Assets: Customer Accounts,SME Demand Loan,True,False,approve
Layer 5,24203002,MTB Supply Chain Finance <SME> DL,Assets: Customer Accounts,SME Demand Loan,True,False,approve
Layer 5,24203003,MTB Mousumi,Assets: Customer Accounts,SME Demand Loan,True,False,approve
Layer 5,24204001,Foreign Cheque Purchased,Assets: Customer Accounts,Misc Demand Loans <C/S/R>,True,False,approve
Layer 5,24204002,Inland Cheque Purchased,Assets: Customer Accounts,Misc Demand Loans <C/S/R>,True,False,approve
Layer 5,24301001,Secured Overdraft (FO) against Bank's own TD,Assets: Customer Accounts,Retail Continuous Loans,True,False,approve
Layer 5,24301002,Secured Overdraft against other Bank's TD,Assets: Customer Accounts,Retail Continuous Loans,True,False,approve
Layer 5,24301003,Secured Overdraft (FO) against Shares etc.,Assets: Customer Accounts,Retail Continuous Loans,True,False,approve
Layer 5,24301004,MTB EDU Finance - Over Draft (Revolving),Assets: Customer Accounts,Retail Continuous Loans,True,False,approve
Layer 5,24301005,MTB Cash Line <ROD>,Assets: Customer Accounts,Retail Continuous Loans,True,False,approve
Layer 5,24302001,Corporate Cash Credit (Hypo),Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302002,Secured Overdraft (Shares and Debenture) [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302003,Secured Overdraft (FO)-WBD  [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302004,Secured Overdraft (General) Work/Supply Order [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302005,Secured Overdraft (General) -Pay Order  [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302006,Secured Overdraft Real Estate [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302007,Secured Overdraft (General)-Business  [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302008,Advance against Export Bill,Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302009,Advance against Inland Bill,Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302010,Secured Overdraft (Others)-Business  [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24302011,Secured Overdraft (lP)-Business  [C&S],Assets: Customer Accounts,Corporate & SME Continuous Loan,True,False,approve
Layer 5,24303001,MTB SME Cash Credit (Hypo),Assets: Customer Accounts,SME Continuous Loan,True,False,approve
Layer 5,24303002,MTB Revolving Loan,Assets: Customer Accounts,SME Continuous Loan,True,False,approve
Layer 5,24303003,MTB Microfinance Agri Revolving Loan,Assets: Customer Accounts,SME Continuous Loan,True,False,approve
Layer 5,24303004,MTB Microfinance enterprise Revolving Loan,Assets: Customer Accounts,SME Continuous Loan,True,False,approve
Layer 5,24303005,MTB Light Engineering Revolving Loan,Assets: Customer Accounts,SME Continuous Loan,True,False,approve
Layer 5,24303006,MTB IT Genious Revolving Loan,Assets: Customer Accounts,SME Continuous Loan,True,False,approve
Layer 5,24303007,MTB Krishijat Revolving Loan,Assets: Customer Accounts,SME Continuous Loan,True,False,approve
Layer 5,24304001,PAD EDF Loan USD,Assets: Customer Accounts,PAD EDF Loan,True,False,approve
Layer 5,24401001,Credit Card Loans,Assets: Office Accounts,Credit Cards,True,False,approve
Layer 5,24501001,Interest Receivable on MTB Auto Loan,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501002,Interest Receivable on MTB Home Loan,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501003,Interest Receivable on MTB Home Equity Loan,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501004,Interest Receivable on MTB NRB Home Loan,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501005,Interest Receivable on MTB Neer,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501006,Interest Receivable on MTB Personal Loan,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501007,Interest Receivable on MTB Professional Loan,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501008,Interest Receivable on Consumer Financing,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501009,Interest Receivable on MTB EDU Finance (TL),Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501011,Interest Receivable on  MTB Life Line,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
Layer 5,24501012,Interest Receivable on MTB Cash Line <RTL>,Interest Receivable Accounts,Interest Receivable on RTL,True,False,approve
