Layer,Code,Name,Parent Account,,Type,active,pending,state
Layer 5,22104002,Interest Receivable on Call Money <GBP>,22104,Interest Receivable on Call Money <FC>,Treasury Asset,True,False,approve
Layer 5,22105001,Term Placement,22105,Term Placement BDT,Treasury Asset,True,False,approve
Layer 5,22106001,Term Placement USD,22106,Term Placement FC,Treasury Asset,True,False,approve
Layer 5,22106002,Term Placement GBP,22106,Term Placement FC,Treasury Asset,True,False,approve
Layer 5,22107001,Interest Receivable on Term Placement <BDT>,22107,Intt receivable on Term Placement BDT,Treasury Asset,True,False,approve
Layer 5,22108001,Interest Receivable on Term Placement <USD>,22108,Intt receivable on Term Placement FC,Treasury Asset,True,False,approve
Layer 5,22108002,Interest Receivable on Term Placement <GBP>,22108,Intt receivable on Term Placement FC,Treasury Asset,True,False,approve
Layer 5,22109001,Short Term Placement,22109,Short Term Placement,Treasury Asset,True,False,approve
Layer 5,22110001,Short Term Placement USD,22110,Short Term Placement FC,Treasury Asset,True,False,approve
Layer 5,22110002,Short Term Placement GBP,22110,Short Term Placement FC,Treasury Asset,True,False,approve
Layer 5,22111001,Interest Receivable on Short Term Placement <BDT>,22111,Intt receivable on Short Term Placement BDT,Treasury Asset,True,False,approve
Layer 5,22112001,Interest Receivable on Short Term Placement <USD>,22112,Intt receivable on Short Term Placement FC,Treasury Asset,True,False,approve
Layer 5,22112002,Interest Receivable on Short Term Placement <GBP>,22112,Intt receivable on Short Term Placement FC,Treasury Asset,True,False,approve
Layer 5,23101001,Stock of Prize Bonds,23101,Securities other than Tbill Tbond,Assets: Office Accounts,True,False,approve
Layer 5,23101002,Govt. Securities (Encumbered),23101,Securities other than Tbill Tbond,Treasury Asset,True,False,approve
Layer 5,23101003,Bangladesh Bank Bill,23101,Securities other than Tbill Tbond,Treasury Asset,True,False,approve
Layer 5,23101004,Repo Interest Adjustment,23101,Securities other than Tbill Tbond,Treasury Asset,True,False,approve
Layer 5,23102001,Treasury Bills Held for Trading (HFT) Reverse Repo,23102,Treasury Bills,Treasury Asset,True,False,approve
Layer 5,23102002,Treasury Bills Held for Trading (HFT),23102,Treasury Bills,Treasury Asset,True,False,approve
Layer 5,23102003,Treasury Bills Held to Maturity (HTM) Reverse Repo,23102,Treasury Bills,Treasury Asset,True,False,approve
Layer 5,23102004,Treasury Bills Held to Maturity (HTM),23102,Treasury Bills,Treasury Asset,True,False,approve
Layer 5,23102005,Govt. Securities T Bill (Encumbered),23102,Treasury Bills,Treasury Asset,True,False,approve
Layer 5,23103001,Treasury Bond (HTM) Reverse Repo,23103,Treasury Bonds,Treasury Asset,True,False,approve
Layer 5,23103002,Treasury Bond Held for Trading (HFT) Reverse Repo,23103,Treasury Bonds,Treasury Asset,True,False,approve
Layer 5,23103003,Treasury Bond Held to Maturity (HTM),23103,Treasury Bonds,Treasury Asset,True,False,approve
Layer 5,23103004,Remeasured HTM,23103,Treasury Bonds,Treasury Asset,True,False,approve
Layer 5,23103005,Interest Receivables on Treasury Bond,23103,Treasury Bonds,Treasury Asset,True,False,approve
Layer 5,23103006,Treasury Bond Held for Trading (HFT),23103,Treasury Bonds,Treasury Asset,True,False,approve
Layer 5,23201001,<Private> Equity Investments,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201002,<Private> Investments in Debenture,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201003,<Private> Investments in Bonds <Corp>,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201004,<Private> Investments in Bonds <Sub-ordinated>,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201005,<Public> Proprietary Investment Portfolio,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201006,Investment under Managed Portfolio,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201007,Investment in Mutual Fund <pvt placement> Open ended,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201008,Investment in Mutual Fund <pvt placement> Closed ended,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201009,Investment in Preference Share,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201010,Investment in Zero Coupon Bond <Corporate>,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201011,Investment in Commercial Paper,23201,Other Investments,Treasury Asset,True,False,approve
Layer 5,23201012,Interest Receivable on Investment in Commercial Paper,23201,Other Investments,Treasury Asset,True,False,approve
Layer 5,23201013,Interest Receivable in <Private> Investments in Debenture,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201014,Interest Receivable in <Private> Investments in Bonds <Corp>,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23201015,Interest Receivable in <Private> Investments in Bonds <Sub-ordinated>,23201,Other Investments,Assets: Office Accounts,True,False,approve
Layer 5,23301001,Investment in Subsidiaries MTB Securities Limited,23301,Investment in Subsidiaries,Assets: Office Accounts,True,False,approve
Layer 5,23301002,Investment in Subsidiaries MTB Capital Limited,23301,Investment in Subsidiaries,Assets: Office Accounts,True,False,approve
Layer 5,23301003,Investment in Subsidiaries MTB Exchange (UK) Limited,23301,Investment in Subsidiaries,Assets: Office Accounts,True,False,approve
Layer 5,24101001,MTB Auto Loan,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101002,MTB Home Loan,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101003,MTB Home Equity Loan,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101004,MTB NRB Home Loan,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101005,MTB Neer,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101006,MTB Personal Loan,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101007,MTB Professional Loan,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101008,MTB Consumer Loan,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101009,MTB EDU Finance (TL),24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101011,MTB Life Line <RTL>,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101012,MTB Cash Line <RTL>,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101901,MTB Personal Loan <DST>,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101902,MTB Home Loan <DST>,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101903,MTB Home Equity Loan <DST>,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24101904,Home Loan refinance,24101,Retail Term Loans <excl. Staff Loans>,Assets: Customer Accounts,True,False,approve
Layer 5,24102001,Staff Auto Loan,24102,Retail Term Loans <Staff>,Assets: Customer Accounts,True,False,approve
Layer 5,24102002,Staff Housing Loan,24102,Retail Term Loans <Staff>,Assets: Customer Accounts,True,False,approve
Layer 5,24102003,Staff Loan Against Prov. Fund,24102,Retail Term Loans <Staff>,Assets: Customer Accounts,True,False,approve
Layer 5,24102004,Staff Personal Loan,24102,Retail Term Loans <Staff>,Assets: Customer Accounts,True,False,approve
Layer 5,24103001,House Building Loan <Developer>,24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103002,Lease Finance (Monthly) [C&S],24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103003,Lease Finance (Quarterly) [C&S],24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103004,House Building Loan <Commercial>,24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103005,Term Loan Non Industrial [C&S],24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103006,Term Loan Industrial [C&S],24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103007,House Building Loan-Residential [C&S],24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103008,Term Loan-IPFF Fund,24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103009,Term Loan-LTFF,24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24103010,Term Loan-by OBU USD,24103,Corporate & SME Term Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24104001,MTB Digoon,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104002,MTB Small Business Loan Scheme,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104003,MTB Youth Line,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104005,Microfinance Scheme (Ent. -TL) <SME>,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104006,MTB Bhagyabati <Refinance>,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104007,MTB Gunabati <pre-finance>,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104008,MTB Green Energy,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104009,MTB IT Genius (TL),24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104010,MTB Krishijat (TL),24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104011,MTB Light Engineering (TL),24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24104013,MTB Shachal,24104,SME Term Loan excl Agri & Micro Fin.,Assets: Customer Accounts,True,False,approve
Layer 5,24105001,Microfinance <Agri-TL>,24105,SME Term Loan <Agri & Micro Fin.>,Assets: Customer Accounts,True,False,approve
Layer 5,24201001,Demand Loan General,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201002,Demand Loan <Forced>,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201003,Demand Loan Short Term,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201004,Demand Loan Time,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201005,Payment Aganist Document <PAD>,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201006,Payment Against Document (Back to Back),24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201007,Inland Doc. Bill Purchased <Sight>,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201008,Inland Doc. Bill Discounted <Usance>,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201010,Foreign Demand Bill Purchased <Sight>,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201011,Foreign Demand Bill Discounted <Usance>,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201013,Loan against Trust Receipt,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201014,Advance against Cash Incentive,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201015,Cash Aganist Document DL,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201016,Secured Overdraft Garments <DL>,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201017,Packing Credit Loan DL,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24201018,Secured Overdraft Genl Business DL,24201,Corporate & SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24202001,Loan under EDF DL FC,24202,Corporate & SME Demand Loan <FC>,Assets: Customer Accounts,True,False,approve
Layer 5,24203001,Loans against Rural Credit <SME> DL,24203,SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24203002,MTB Supply Chain Finance <SME> DL,24203,SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24203003,MTB Mousumi,24203,SME Demand Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24204001,Foreign Cheque Purchased,24204,Misc Demand Loans <C/S/R>,Assets: Customer Accounts,True,False,approve
Layer 5,24204002,Inland Cheque Purchased,24204,Misc Demand Loans <C/S/R>,Assets: Customer Accounts,True,False,approve
Layer 5,24301001,Secured Overdraft (FO) against Bank's own TD,24301,Retail Continuous Loans,Assets: Customer Accounts,True,False,approve
Layer 5,24301002,Secured Overdraft against other Bank's TD,24301,Retail Continuous Loans,Assets: Customer Accounts,True,False,approve
Layer 5,24301003,Secured Overdraft (FO) against Shares etc.,24301,Retail Continuous Loans,Assets: Customer Accounts,True,False,approve
Layer 5,24301004,MTB EDU Finance - Over Draft (Revolving),24301,Retail Continuous Loans,Assets: Customer Accounts,True,False,approve
Layer 5,24301005,MTB Cash Line <ROD>,24301,Retail Continuous Loans,Assets: Customer Accounts,True,False,approve
Layer 5,24302001,Corporate Cash Credit (Hypo),24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302002,Secured Overdraft (Shares and Debenture) [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302003,Secured Overdraft (FO)-WBD [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302004,Secured Overdraft (General) Work/Supply Order [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302005,Secured Overdraft (General) -Pay Order [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302006,Secured Overdraft Real Estate [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302007,Secured Overdraft (General)-Business [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302008,Advance against Export Bill,24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302009,Advance against Inland Bill,24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302010,Secured Overdraft (Others)-Business [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24302011,Secured Overdraft (lP)-Business [C&S],24302,Corporate & SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24303001,MTB SME Cash Credit (Hypo),24303,SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24303002,MTB Revolving Loan,24303,SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24303003,MTB Microfinance Agri Revolving Loan,24303,SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24303004,MTB Microfinance enterprise Revolving Loan,24303,SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24303005,MTB Light Engineering Revolving Loan,24303,SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24303006,MTB IT Genious Revolving Loan,24303,SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24303007,MTB Krishijat Revolving Loan,24303,SME Continuous Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24304001,PAD EDF Loan USD,24304,PAD EDF Loan,Assets: Customer Accounts,True,False,approve
Layer 5,24401001,Credit Card Loans,24401,Credit Cards,Assets: Office Accounts,True,False,approve
Layer 5,24402001,Credit Card Loans USD,24402,Credit Cards FC,Assets: Office Accounts,True,False,approve
Layer 5,24501001,Interest Receivable on MTB Auto Loan,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501002,Interest Receivable on MTB Home Loan,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501003,Interest Receivable on MTB Home Equity Loan,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501004,Interest Receivable on MTB NRB Home Loan,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501005,Interest Receivable on MTB Neer,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501006,Interest Receivable on MTB Personal Loan,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501007,Interest Receivable on MTB Professional Loan,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501008,Interest Receivable on Consumer Financing,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501009,Interest Receivable on MTB EDU Finance (TL),24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501011,Interest Receivable on MTB Life Line,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501012,Interest Receivable on MTB Cash Line <RTL>,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501901,Interest Receivable on MTB Personal Loan <DST>,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501902,Interest Receivable on MTB Home Loan <DST>,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501903,Interest Receivable on MTB Home Equity Loan <DST>,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24501904,Interest Receivable on Home Loan refinance,24501,Interest Receivable on RTL,Interest Receivable Accounts,True,False,approve
Layer 5,24502001,Interest Receivable on Car Loan (Employee),24502,Interest Receivable on Staff Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24502002,Interest Receivable on Employees House Building Loan,24502,Interest Receivable on Staff Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24502003,Interest Receivable on Staff Loan Aganist Prov. Fund,24502,Interest Receivable on Staff Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24502004,Interest Receivable on Staff Loan Personal Loan,24502,Interest Receivable on Staff Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24503001,Interest Receivable on House Building Loan <Developer>,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503002,Lease Finance (Monthly) Rental receivables,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503003,Lease Finance (Quarterly) Rental receivables,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503004,Interest Receivable on House Building Loan <Commercial>,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503005,Interest Receivable on Term Loan Non-Industrial,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503006,Interest Receivable on Term Loan Industrial,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503007,Interest Receivable on House Building Loan-Residential [C&S],24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503008,Interest Receivable on Term Loan-IPFF Fund,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503009,Interest Receivable on Term Loan-LTFF,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24503010,Interest Receivable on Term Loan-by OBU USD,24503,Interest Reeceivable on Corporate Term Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24504001,Interest Receivable on MTB Digoon,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504002,Interest Receivable on Small Business Loan Scheme,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504003,Interest Receivable on MTB Life Line,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504005,Interest Receivable on MTB Inclusive Finance,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504006,Interest Receivable on MTB Bhagyaboti <Re-finance>,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504007,Interest Receivable on MTB Gunaboti <Pre-finance>,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504008,Interest Receivable on MTB Green Energy,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504009,Interest Receivable on MTB IT Geniuos,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504010,Interest Receivable on MTB Krishijat,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504011,Interest Receivable on MTB Light Engineering,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24504013,Interest Receivable on MTB Youth Line,24504,Interest Receivable on SME Term Loan excl Agri & MF,Interest Receivable Accounts,True,False,approve
Layer 5,24505001,Interest Receivable on Microfinance <Agri&Micro-TL>,24505,Interest Receivable on SME Term Loan <Agri Fin.>,Interest Receivable Accounts,True,False,approve
Layer 5,24506001,Interest Receivable on Demand Loan General,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506002,Interest Receivable on Demand Loan Forced,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506003,Interest Receivable on Demand Loan Short Term,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506004,Interest Receivable on Demand Loan Time,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506005,Interest Receivable on Payment Aganist Document,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506006,Interest Receivable on Payment Against Document (B-to-B),24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506007,Interest Receivable on Inland Doc. Bill Purchased <Sight>,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506008,Interest Receivable on Inland Doc. Bill Discounted <Usance>,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506010,Interest Receivable on Foreign D.B Purchased <Sight>,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506011,Interest Receivable on Foreign D.B Discounted <Usance>,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506013,Interest Receivable on Loan Against Trust Receipt,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506014,Interest Receivable on Cash Aganist Document DL,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506015,Interest Receivable on Demand Loan Garments,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506016,Interest Receivable on Packing Credit,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506017,Interest Receivable on Advance Against Cash Incentive,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24506018,Interest Receivable Secured Overdraft Genl Business DL,24506,Interest Receivable on Corporate & SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24507001,Interest Receivable on EDF Loan <USD>,24507,Interest Receivable on Corporate & SME Demand Loan FC,Interest Receivable Accounts,True,False,approve
Layer 5,24508001,Interest Receivable on Demand Loans against Rural Credit,24508,Interest Receivable on SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24508002,Interest Receivable on MTB Supply Chain Finance <SME> DL,24508,Interest Receivable on SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24508003,Interest Receivable on MTB Mousumi,24508,Interest Receivable on SME Demand Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24509001,Interest Receivable on Secured Overdraft against Bank's own TD,24509,Interest Receivable on Retail Continuous Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24509002,Interest Receivable on Secured Overdraft against other Bank's TD,24509,Interest Receivable on Retail Continuous Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24509003,Interest Receivable on Secured Overdraft against Shares etc.,24509,Interest Receivable on Retail Continuous Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24509004,Interest Receivable on MTB EDU Finance - Over Draft (Revolving),24509,Interest Receivable on Retail Continuous Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24509005,Interest Receivable on MTB Cash Line <ROD>,24509,Interest Receivable on Retail Continuous Loans,Interest Receivable Accounts,True,False,approve
Layer 5,24510001,Interest Receivable on Corp Cash Credit Hypo,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510002,Interest Receivable on SOD (Shares & Debentures) C&S,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510003,Interest Receivable on SOD (FO) WBD C&S,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510004,Interest Receivable on Secured Overdraft Work/ Supply Order C & S,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510005,Interest Receivable on Secured Overdraft Pay Order C & S,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510006,Interest Receivable on Secured Overdraft Real Estate C & S,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510007,Interest Receivable on Secured Overdraft Business C & S,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510008,Interest Receivable on Advance against Export Bill,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510009,Interest Receivable on Advance against Import Bill,24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510010,Interest Receivable on Secured Overdraft (Others)-Business [C&S],24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24510011,Interest Receivable on Secured Overdraft (lP)-Business [C&S],24510,Interest Receivable on Corporate & SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24511001,Interest Receivable on MTB SME Cash Credit Hypo,24511,Interest Receivable on SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24511002,Interest Receivable on MTB Revolving Loan,24511,Interest Receivable on SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24511003,Interest Receivable on MTB Microfinance Agri Revolving Loan,24511,Interest Receivable on SME Continuous Loan,Interest Receivable Accounts,True,False,approve
Layer 5,24511004,Interest Receivable on MTB Microfinance enterprise Revolving Loan,24511,Interest Receivable on SME Continuous Loan,Interest Receivable Accounts,True,False,approve
