Layer,Code,Name,Parent Account,,Type,active,pending,state
Layer 5,25201001,Software,25201,Intangible Assets,Assets: Office Accounts,True,False,approve
Layer 5,26101001,Adjusting A/C Debit,26101,Adjusting A/C Debit,Assets: Office Accounts,True,False,approve
Layer 5,26101002,Adjusting A/C Debit USD OBU,26101,Adjusting A/C Debit,Assets: Office Accounts,True,False,approve
Layer 5,26102001,Clearing House Adjustment,26102,Clearing House Adjustment,Assets: Office Accounts,True,False,approve
Layer 5,26103001,Coupon Interest Adjustment Account,26103,Coupon Interest Adjustment Account,Assets: Office Accounts,True,False,approve
Layer 5,26201001,Advance paid to Employees,26201,Advance paid to Employees,Assets: Office Accounts,True,False,approve
Layer 5,26202001,Advance against Suppliers/ Parties <Vendors>,26202,Advance against Suppliers/ Parties,Assets: Office Accounts,True,False,approve
Layer 5,26203001,Advance Deposit,26203,Advance Deposit,Assets: Office Accounts,True,False,approve
Layer 5,26204001,Advance Income Tax,26204,Advance Income Tax,Assets: Office Accounts,True,False,approve
Layer 5,26205001,Advance Remuneration/Salary,26205,Advance Remuneration/Salary,Assets: Office Accounts,True,False,approve
Layer 5,26206001,Advance Rent <Advance Rent_less than 1 year>,26206,Advance Rent,Assets: Office Accounts,True,False,approve
Layer 5,26206002,Advance Rent <Advance Rent_more than 1 year>,26206,Advance Rent,Assets: Office Accounts,True,False,approve
Layer 5,26207001,Advance pymt to construction of HO bldg,26207,Advance pymt to construction of HO bldg,Assets: Office Accounts,True,False,approve
Layer 5,26208001,Advance against TA/DA,26208,Advance against TA/DA,Assets: Office Accounts,True,False,approve
Layer 5,26209001,Advance against POSTAGE,26209,Advance against POSTAGE,Assets: Office Accounts,True,False,approve
Layer 5,26210001,Advance against PETTY CASH,26210,Advance against PETTY CASH,Assets: Office Accounts,True,False,approve
Layer 5,26501001,Receivable from Subsidiaries,26501,Receivable from Subsidiaries,Assets: Office Accounts,True,False,approve
Layer 5,26501002,Receivable from Subsidiaries Others,26501,Receivable from Subsidiaries,Assets: Office Accounts,True,False,approve
Layer 5,26601001,Chargeback Settlement A/c,26601,Chargeback Settlement A/c,Assets: Office Accounts,True,False,approve
Layer 5,26602001,Sundry Debtors,26602,Sundry Debtors,Assets: Office Accounts,True,False,approve
Layer 5,26603001,Sanchay Patra (Encashed/Interest Paid),26603,Sanchay Patra,Assets: Office Accounts,True,False,approve
Layer 5,26604001,Legal Expense,26604,Legal Expense,Assets: Office Accounts,True,False,approve
Layer 5,26605001,Economic Exchange Centre,26605,Economic Exchange Centre,Assets: Office Accounts,True,False,approve
Layer 5,26608001,Remittance Payment Account,26608,Remittance Payment Account,Assets: Office Accounts,True,False,approve
Layer 5,26609001,DD Paid Without Advice,26609,DD Paid Without Advice,Assets: Office Accounts,True,False,approve
Layer 5,26610001,DD CANCELLED,26610,DD CANCELLED,Assets: Office Accounts,True,False,approve
Layer 5,26701001,Receivable from OBU,26701,Receivable from OBU,Treasury Asset,True,False,approve
Layer 5,26801001,Preliminary Expenses,26801,Preliminary Expenses,Assets: Office Accounts,True,False,approve
Layer 5,26803001,Prepaid Promotional and Development Expenses,26803,Prepaid Promotional and Development Expenses,Assets: Office Accounts,True,False,approve
Layer 5,26804001,Stamps in Hand,26804,Stamps in Hand,Assets: Office Accounts,True,False,approve
Layer 5,26805001,Stock of Commemorative Coins,26805,Stock of Commemorative Coins,Assets: Office Accounts,True,False,approve
Layer 5,26806001,Stock of Fixed Assets,26806,Stock of Fixed Assets,Assets: Office Accounts,True,False,approve
Layer 5,26807001,Printed stationeries,26807,Stock of stationeries,Assets: Office Accounts,True,False,approve
Layer 5,26807002,Security Stationeries,26807,Stock of stationeries,Assets: Office Accounts,True,False,approve
Layer 5,26808001,Transit Account _Repo,26808,Transit Account,Assets: Office Accounts,True,False,approve
Layer 5,26808002,Transit Account Bangladesh Bank,26808,Transit Account,Assets: Office Accounts,True,False,approve
Layer 5,26809001,Deferred Tax Asset,26809,Deferred Tax Asset,Assets: Office Accounts,True,False,approve
Layer 5,26810001,Proteste Bills,26810,Proteste Bills,Assets: Office Accounts,True,False,approve
Layer 5,90001001,MTB General Account <inter Branch Suspense>,90001,Inter Branch Suspense Account,No BGL only CGL,True,False,approve
Layer 5,90002001,Intra Branch Suspense Account,90002,Intra Branch Suspense Account,No BGL only CGL,True,False,approve
Layer 5,90003001,Cross Currency Suspense Account,90003,Cross Currency Suspense Account,No BGL only CGL,True,False,approve
Layer 5,90004001,Currency Position Account <USD>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004002,Currency Position Account <GBP>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004003,Currency Position Account <EUR>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004004,Currency Position Account <CHF>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004005,Currency Position Account <JPY>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004006,Currency Position Account <SGD>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004007,Currency Position Account <AUD>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004008,Currency Position Account <AED>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004009,Currency Position Account <QAR>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90004010,Currency Position Account <SAR>,90004,Currency Position Account <FC>,No BGL only CGL,True,False,approve
Layer 5,90005001,BDT Position Account,90005,Exchange Value Account,No BGL only CGL,True,False,approve
Layer 5,90006001,Inter System Suspense Account,90006,Inter System Suspense Account,No BGL only CGL,True,False,approve
Layer 5,31101001,Interest Earnedon MTB Auto Loan,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101002,Interest Earnedon MTB Home Loan,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101003,Interest Earnedon MTB Home Equity Loan,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101004,Interest Earnedon MTB NRB Home Loan,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101005,Interest Earnedon MTB Neer,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101006,Interest Earned on MTB Personal Loan,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101007,Interest Earned on MTB Professional Loan,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101008,Interest Earned on Consumer Financing,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101009,Interest Earned on MTB EDU Finance (TL),31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101011,Interest Earned on MTB Life Line,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101012,Interest Earned on MTB Cash Line <RTL>,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101901,Interest Earned on MTB Personal Loan <DST>,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101902,Interest Earnedon MTB Home Loan <DST>,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101903,Interest Earnedon MTB Home Equity Loan <DST>,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31101904,Interest Earnedon Home Loan refinance,31101,Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31102001,Interest Earnedon Car Loan (Employee),31102,Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31102002,Interest Earnedon Employees House Building Loan,31102,Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31102003,Interest Earnedon Staff Loan Aganist Prov. Fund,31102,Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31102004,Interest Earnedon Staff Personal Loan,31102,Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31103001,Interest Earnedon House Building Loan <Developer>,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103002,Interest Earnedon Lease Finance (Monthly) Rental Earned,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103003,Lease Finance (Quarterly) Rental Earned,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103004,Interest Earnedon House Building Loan <Commercial>,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103005,Interest Earnedon Term Loan Non-Industrial,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103006,Interest Earnedon Term Loan Industrial,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103007,Interest Earnedon House Building Loan-Residential [C&S],31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103008,Interest Earnedon Term Loan-IPFF Fund,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103009,Interest Earnedon Term Loan-LTFF,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31103010,Interest Earnedon Term Loan-by OBU USD,31103,Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31104001,Interest Earnedon MTB Digoon,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104002,Interest Earnedon Small Business Loan Scheme,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104003,Interest Earnedon MTB Youth Line,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104005,Interest Earnedon Microfinance Scheme (Ent. -TL) <SME>,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104006,Interest Earnedon MTB Bhagyaboti <Re-finance>,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104007,Interest Earned on MTB Gunaboti <Pre-finance>,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104008,Interest Earned on MTB Green Energy,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104009,Interest Earned on MTB IT Geniuos,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104010,Interest Earned on MTB Krishijat,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104011,Interest Earned on MTB Light Engineering,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31104013,Interest Earned on MTB Shachal,31104,Interest Earned on SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31105001,Interest Earned on Microfinance <Agri -TL>,31105,Interest Earned on SME Term Loan <Agri & MF>,Income Accounts,True,False,approve
Layer 5,31106001,Interest Earned on Demand Loan General,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106002,Interest Earned on Demand Loan Forced,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106003,Interest Earned on Demand Loan Short Term,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106004,Interest Earned on Demand Loan Time,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106005,Interest Earned on Payment Aganist Document,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106006,Interest Earned on Payment Against Document (B-to-B),31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106007,Interest Earned on Inland Doc. Bill Purchased <Sight>,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106008,Interest Earned on Inland Doc. Bill Discounted <Usance>,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106010,Interest Earned on Foreign D.B Purchased <Sight>,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106011,Interest Earned on Foreign D.B Discounted <Usance>,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106013,Interest Earned on Loan Against Trust Receipt,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106014,Interest Earned on Advance Against Cash Incentive,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106015,Interest Earned on Cash Aganist Document DL,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106016,Interest Earned on Secured Overdraft Garments,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106017,Interest Earned on Packing Credit,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31106018,Interest Earned Secured Overdraft Genl Business DL,31106,Interest Earned on Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31107001,Interest Earned on EDF Loan <USD>,31107,Interest Earned on Corporate & SME Demand Loan FC,Income Accounts,True,False,approve
Layer 5,31108001,Interest Earned on Demand Loans against Rural Credit,31108,Interest Earned on SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31108002,Interest Earned on MTB Supply Chain Finance <SME> DL,31108,Interest Earned on SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31108003,Interest Earned on MTB Mousumi,31108,Interest Earned on SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31109001,Interest Earned on Secured Overdraft against Bank's own TD,31109,Interest Earned on Retail Continuous Loan,Income Accounts,True,False,approve
Layer 5,31109002,Interest Earned on Secured Overdraft against other Bank's TD,31109,Interest Earned on Retail Continuous Loan,Income Accounts,True,False,approve
Layer 5,31109003,Interest Earned on Secured Overdraft against Shares etc.,31109,Interest Earned on Retail Continuous Loan,Income Accounts,True,False,approve
Layer 5,31109004,Interest Earned on MTB EDU Finance - Over Draft (Revolving),31109,Interest Earned on Retail Continuous Loan,Income Accounts,True,False,approve
Layer 5,31109005,Interest Earned on MTB Cash Line <ROD>,31109,Interest Earned on Retail Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110001,Interest Earned on Corp Cash Credit Hypo,31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110002,Interest Earned on SOD (Shares & Debentures) C&S,31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110003,Interest Earned on SOD (FO) WBD [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110004,Interest Earned on Secured Overdraft Work/ Supply Order [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110005,Interest Earned on Secured Overdraft Pay Order [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110006,Interest Earned on Secured Overdraft Real Estate [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110007,Interest Earned on Secured Overdraft Business [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110008,Interest Earned on Advance against Export Bill [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110009,Interest Earned on Advance against Inland Bill [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110010,Interest Earned on Secured Overdraft (Others)-Business [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31110011,Interest Earned on Secured Overdraft (lP)-Business [C&S],31110,Interest Earned on Corporate & SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31111001,Interest Earned on MTB SME Cash Credit Hypo,31111,Interest Earned on SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31111002,Interest Earned on MTB Revolving Loan,31111,Interest Earned on SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31111003,Interest Earned on MTB Microfinance Agri Revolving Loan,31111,Interest Earned on SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31111004,Interest Earned on MTB Microfinance enterprise Revolving Loan,31111,Interest Earned on SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31111005,Interest Earned on MTB Light Engineering Revolving Loan,31111,Interest Earned on SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31111006,Interest Earned on MTB IT Genious Revolving Loan,31111,Interest Earned on SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31111007,Interest Earned on MTB Krishijat Revolving Loan,31111,Interest Earned on SME Continuous Loan,Income Accounts,True,False,approve
Layer 5,31112001,Interest Earned on Foreign Cheque Purchased,31112,Interest Earned on Misc Demand Loan,Income Accounts,True,False,approve
Layer 5,31112002,Interest Earned on Inland Cheque Purchased,31112,Interest Earned on Misc Demand Loan,Income Accounts,True,False,approve
Layer 5,31113001,Interest Earned on Balance with other Bank <Cont. Acctts> (BDT),31113,Interest Earned on Balance with other Bank (BDT),Income Accounts,True,False,approve
Layer 5,31113002,Interest Earned on Balance with other Bank <Deal Acctts> (BDT),31113,Interest Earned on Balance with other Bank (BDT),Income Accounts,True,False,approve
Layer 5,31114001,Interest Earned on PAD EDF LOAN,31114,Interest Earned on C&S Continuous Loan FC,Income Accounts,True,False,approve
Layer 5,31115001,Interest Earned on Bill Discounting USD (OBU) Foreign,31115,Interest Earned on OBU Loans & Advances,Income Accounts,True,False,approve
Layer 5,31115002,Interest Earned on UPAS/ Buyer's Credit USD (OBU),31115,Interest Earned on OBU Loans & Advances,Income Accounts,True,False,approve
Layer 5,31115003,Interest Earned on Bill Discounting USD (OBU) Inland,31115,Interest Earned on OBU Loans & Advances,Income Accounts,True,False,approve
Layer 5,31116001,Interest Earned on Credit Cards,31116,Interest Earned on Credit Cards,Income Accounts,True,False,approve
Layer 5,31117001,Interest Earned on Debit Balance in Liability Accounts,31117,Interest Earned on Other Loans & Advances,Income Accounts,True,False,approve
Layer 5,31118001,Interest Earned [Rebate] on Balance with Nostro Banks in FC USD <Cont. Accounts>,31118,Interest Earned on Balance with other Bank (FC),Treasury Income,True,False,approve
Layer 5,31118002,Interest Earned on Balance with Nostro Banks in FC GBP,31118,Interest Earned on Balance with other Bank (FC),Treasury Income,True,False,approve
Layer 5,31118003,Interest Earned on Balance with Nostro Banks in FC EUR <Cont. Accounts>,31118,Interest Earned on Balance with other Bank (FC),Treasury Income,True,False,approve
Layer 5,31201001,Penal Interest Earnedon MTB Auto Loan,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201002,Penal Interest Earnedon MTB Home Loan,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201003,Penal Interest Earnedon MTB Home Equity Loan,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201004,Penal Interest Earnedon MTB NRB Home Loan,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201005,Penal Interest Earnedon MTB Neer,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201006,Penal Interest Earnedon MTB Personal Loan,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201007,Penal Interest Earnedon MTB Professional Loan,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201008,Penal Interest Earnedon Consumer Financing,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201009,Penal Interest Earned on MTB EDU Finance (TL),31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201011,Penal Interest Earned on MTB Life Line,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201012,Penal Interest Earned on MTB Cash Line <RTL>,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201901,Penal Interest Earned on MTB Personal Loan <DST>,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201902,Penal Interest Earned on MTB Home Loan <DST>,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201903,Penal Interest Earned on MTB Home Equity Loan <DST>,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31201904,Penal Interest Earned on Home Loan refinance,31201,Penal Interest Earned on RTL,Income Accounts,True,False,approve
Layer 5,31202001,Penal Interest Earnedon Car Loan (Employee),31202,Penal Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31202002,Penal Interest Earnedon Employees House Building Loan,31202,Penal Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31202003,Penal Interest Earnedon Staff Loan Aganist Prov. Fund,31202,Penal Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31202004,Penal Interest Earnedon Staff Personal Loan,31202,Penal Interest Earned on Staff Loans,Income Accounts,True,False,approve
Layer 5,31203001,Penal Interest Earnedon House Building Loan <Developer>,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203002,Lease Finance (Monthly) Rental Earned <Penalty>,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203003,Lease Finance (Qtly) Rental Earned <Penalty>,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203004,Penal Interest Earnedon House Building Loan <Commercial>,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203005,Penal Interest Earnedon Term Loan Non-Industrial,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203006,Penal Interest Earnedon Term Loan Industrial,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203007,Penal Interest Earnedon House Building Loan-Residential [C&S],31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203008,Penal Interest Earnedon Term Loan-IPFF Fund,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203009,Penal Interest Earnedon Term Loan-LTFF,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31203010,Penal Interest Earnedon Term Loan-by OBU USD,31203,Penal Interest Earnedon Corporate Term Loan,Income Accounts,True,False,approve
Layer 5,31204001,Penal Interest Earnedon MTB Digoon,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204002,Penal Interest Earnedon Small Business Loan Scheme,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204003,Penal Interest Earnedon MTB Youth Line,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204004,Penal Interest Earnedon MTB Krishi,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204005,Penal Interest Earnedon Microfinance Scheme (Ent. -TL) <SME>,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204006,Penal Interest Earnedon MTB Bhagyaboti <Re-finance>,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204007,Penal Interest Earnedon MTB Gunaboti <Pre-finance>,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204008,Penal Interest Earnedon MTB Green Energy,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204009,Penal Interest Earnedon MTB IT Geniuos,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204010,Penal Interest Earnedon MTB Krishijat,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204011,Penal Interest Earnedon MTB Light Engineering,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31204013,Penal Interest Earnedon MTB Sachal,31204,Penal Interest Earnedon SME Term Loan excl Agri & MF,Income Accounts,True,False,approve
Layer 5,31205001,Penal Interest Earnedon Microfinance <Agri-TL>,31205,Penal Interest Earnedon SME Term Loan <Agri & MF>,Income Accounts,True,False,approve
Layer 5,31205002,Penal Interest Earnedon Microfinance (Enterprise-TL),31205,Penal Interest Earnedon SME Term Loan <Agri & MF>,Income Accounts,True,False,approve
Layer 5,31206001,Penal Interest Earnedon Demand Loan General,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206002,Penal Interest Earnedon Demand Loan Forced,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206003,Penal Interest Earnedon Demand Loan Short Term,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206004,Penal Interest Earnedon Demand Loan Time,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206005,Penal Interest Earnedon Payment Aganist Document,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206006,Penal Interest Earnedon Payment Against Document (B-to-B),31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206007,Penal Interest Earnedon Inland Doc. Bill Purchased <Sight>,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206008,Penal Interest Earnedon Inland Doc. Bill Discounted <Usance>,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206010,Penal Interest Earnedon Foreign D.B Purchased <Sight>,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206011,Penal Interest Earnedon Foreign D.B Discounted <Usance>,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206013,Penal Interest Earnedon Loan Against Trust Receipt,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206014,Penal Interest Earnedon Advance Against Cash Incentive,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206015,Penal Interest Earnedon Cash Aganist Document DL,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206016,Penal Interest Earnedon Secured Overdraft Garments DL,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206017,Penal Interest Earnedon Packing Credit,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31206018,Penal Interest Earnedon Secured Overdraft Genl Business DL,31206,Penal Interest Earnedon Corporate & SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31207001,Penal Interest Earnedon EDF Loan <USD>,31207,Penal Interest Earnedon Corporate & SME Demand Loan FC,Income Accounts,True,False,approve
Layer 5,31208001,Penal Interest Earnedon Demand Loans against Rural Credit,31208,Penal Interest Earnedon SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31208002,Penal Interest Earnedon MTB Supply Chain Finance <SME> DL,31208,Penal Interest Earnedon SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31208003,Penal Interest Earnedon MTB Mousumi,31208,Penal Interest Earnedon SME Demand Loan,Income Accounts,True,False,approve
Layer 5,31209001,Penal Interest Earnedon Secured Overdraft against Bank's own TD,31209,Penal Interest Earnedon Retail Continuous Loan,Income Accounts,True,False,approve
